4.2   0.12706   0.53e-2  0.15884    0.43e-3   648.1  9    419.9  1.6     0.36159   0.4e-2
4.55  0.21210   0.1e-2   0.16025    0.6e-3    644.1  5    425.9   2      0.35248   0.6e-2
