3.5   0.07613  0.9e-3    0.17354  0.9e-3   89.4  0.6    54.34   0.12   0.40005   0.2e-2 
4.0   0.11783  0.27e-2   0.1678   0.8e-3   85.9  0.6    54.22   0.2    0.36600   0.3e-2   
4.5   0.16575  0.3e-2    0.17081  0.7e-3   87.8  0.6    55.8    0.2    0.33764   0.3e-2
5.0   0.19966  0.7e-2    0.17190  0.8e-3   88.7  0.5    56.6    0.2    0.31393   0.5e-2
5.5   0.21091  0.5e-2    0.17266  0.9e-3   89.5  0.6    57.08   0.24   0.30290   0.4e-2
6.0   0.22787  0.8e-2    0.17494  0.1e-2   91.2  0.8    58.2    0.4    0.28229   0.01
#beta im       dim       n      dn   PE dPE       KE  dKE
