           3          12          12          12
   4.55000000000000        7.91500000000000       -5.20000000000000     
   123000000.000000        2269373.00000000     
        7779         291        5684
   3733945.71428587     
   5378078.46153845        5369724.61538445        5378643.29670407     
   5342811.64835150        5297666.81318660        5070738.68131862     
   5138759.12087870        5185167.25274760        5268997.36263646     
   5277692.74725182        5202375.38461528        5168432.08791206     
   5457243.95604484        5431064.61538456        5353861.53846148     
   5526380.21978015        5625305.49450492        5450456.70329701     
   5418518.90109832        5310567.03296731        5419476.26373611     
   5430799.78022011        5467707.47252740        5484437.80219770     
   5470352.08791212        5487132.30769188        5082619.34065946     
   5331849.23076882        5335794.94505477        4806869.89010998     
   4779377.80219816        5015092.52747194        4895932.52747162     
   4930395.38461488        4959510.10988977        4870181.53846141     
   4886042.19780230        4965088.13186776        5097533.40659359     
   5109638.02197791        5231768.79120972        5253863.07692317     
   5252477.58241798        5015232.30769259        5038971.20879165     
   5172596.92307680        5076943.73626449        4868271.64835154     
   4853614.06593447        4878869.23076969        4946179.78021961     
   4980791.20879136        4950969.23076898        5014986.15384626     
   5032206.81318719        4963000.43956072        4973042.41758255     
   5009266.81318673        5045227.25274728        5095756.26373587     
   5112066.81318695        5045362.85714359        4989683.95604441     
   4866254.28571452        4864363.29670363        4903227.47252772     
   5019006.81318677        4995421.75824192        4975527.25274680     
   4992354.72527499        5023089.45054976        5042014.94505452     
   4938037.14285674        5008019.34065918        5074747.91208805     
   5158030.76923071        5165502.41758222        5180150.98901007     
   5035188.13186798        5153276.92307753        5172222.19780221     
   5015051.20879099        4895078.46153746        5109715.16483519     
   4999012.74725290        4954452.30769226        4981402.41758162     
   5157147.69230794        5262089.89010978        5285221.97802173     
   5480231.86813210        5319043.95604355        5371758.46153883     
   5440937.36263764        5425033.62637285        5293592.30769169     
   5068546.15384649        5092200.43956052        5237147.69230766     
   5222858.02197793        5148776.70329718        5183342.41758224     
   5078870.98901051        5122943.07692298        5500272.96703337     
   5440410.76923130        5477473.84615312        5228740.43955965     
   5242550.98901109        5197506.59340726        5166238.02197774     
   5163158.24175903        5193459.34065935        5019547.91208882     
   5038520.21978033        4988286.81318716        4925688.57142837     
   4660965.93406604        4791774.72527437        4867533.18681254     
   4801760.87912141        4744645.27472482        4593182.41758212     
   4772590.32967036        4766447.25274704        4789018.90109859     
   4812511.86813091        4817010.32967030        4754494.06593379     
   4661790.54945010        4884904.83516530        4941636.04395629     
   4963390.32967100        5091459.34065952        5084134.50549465     
   5032177.58241705        5022084.61538477        4855785.27472458     
   4665457.80219759        4824912.52747238        4811668.79120863     
   4948814.28571398        4989153.40659341        4898640.43956051     
   4868434.72527466        4899806.81318759        4996476.48351693     
   5061895.60439493        5137876.26373643        5211474.50549504     
   5218592.08791194        5330052.74725230        5175934.50549379     
   5048465.71428571        4960582.19780179        5035625.71428501     
   5080829.67032942        5092744.83516476        5138101.53846152     
   5340261.09890061        5363638.46153905        5281559.34065897     
   5144712.96703253        5055197.14285695        4996291.64835128     
   4810240.00000063        4680414.94505498        4719156.26373656     
   4740758.02197856        4747312.30769224        4724406.59340696     
   4602557.80219814        4397309.23076898        4380463.07692229     
   4370449.89010990        4525247.03296679        4621395.38461514     
   4685704.17582371        4721108.13186789        4750269.45054997     
   4772145.05494480        4741561.75824164        4923122.63736278     
   5034561.09890095        4931725.49450613        5060367.25274713     
   5141103.07692321        5173967.91208740        4980380.21977956     
   4968065.05494541        5042360.43956038        5116431.20879156     
   5102534.72527465        5135009.01098937        5256176.04395619     
   5244758.90109894        5305775.60439610        5270127.25274746     
   5137383.29670347        5167865.71428585        4984757.14285717     
   4935869.01098884        4991505.27472517        5158535.38461477     
   5246800.21978028        5192924.39560451        5291107.91208748     
   5303592.74725276        5253469.89010956        5385656.70329692     
   5478590.98901093        5643137.80219746        5578904.83516441     
   5609456.48351655        5738173.18681314        5781666.37362646     
   5780821.97802114        5705593.40659415        5591127.69230772     
   5622964.39560435        5662981.97802150        5491732.08791197     
   5480521.53846246        5655869.23076960        5594963.07692366     
   5548204.83516498        5634792.52747336        5732461.09890093     
   5668026.81318714        5538946.37362593        5515459.78021935     
   5469418.68131904        5489352.30769291        5418279.34065945     
   5455896.04395546        5579206.59340657        5348791.64835232     
   4997633.84615412        5119715.38461469        5054656.26373532     
   4916657.14285710        4813727.69230698        4800501.75824149     
   4958203.73626355        4905766.37362672        4913464.61538444     
   4747023.07692275        4875898.24175847        5034451.20879036     
   4968303.29670335        5091287.69230754        5089354.50549401     
   4925976.26373645        4853516.48351615        4996734.28571448     
   4980621.31868191        4941823.95604435        4870673.84615401     
   5355554.28571467        5471625.71428598        5411178.90109865     
   5438646.81318731        5453743.73626393        5170354.06593378     
   5107729.45054889        5033216.26373706        5010473.40659246     
   5083396.26373615        5109989.01098860        5104203.51648395     
   5145397.58241766        5153888.13186836        5200162.19780299     
   5158932.74725304        5223318.46153823        5260725.05494537     
   5328765.27472613        5257328.13186777        5280029.01098963     
   5376570.54945032        5351116.26373592        5574171.20879102     
   5645845.05494528        5668608.13186881        5671683.95604431     
   5605285.27472515        5567245.49450566        5505127.25274701     
   5229354.94505459        5220846.15384575        5073179.56043943     
   2296962.51982003     
   3298350.49689080        3343659.91540072        3322022.77001459     
   3620708.16176910        3299290.56238986        3062970.47185984     
   3313026.17896831        3040194.16497310        3564138.56931766     
   3289811.01689274        3311415.05383023        3489495.15923506     
   3836926.57554791        3279838.78649488        3315391.29016703     
   3399435.45675857        3466517.17654690        3181674.92223729     
   3317646.91331650        3453575.33939419        3703468.63366533     
   3854150.41182052        3919818.44624460        3321975.80295649     
   3586295.49519136        3668233.96894583        3339191.39145215     
   3344268.48640379        3699640.50235238        3433089.66336790     
   3037093.69731368        3504876.48739205        3583703.65535228     
   3441025.77448569        3714296.55179674        3309109.41793930     
   3462528.74553538        3226876.71254448        3142829.51662261     
   3095447.46161831        3388491.19625848        3175062.93877930     
